index,name,id,classification,mass,year,latitude,longitude
4355,Asuka 881381,4090,L3.3,477.91,1988.0,-72.0,26.0
4357,Asuka 881383,4092,H4,212.35,1988.0,-72.0,26.0
4358,Asuka 881385,4094,L6,313.86,1988.0,-72.0,26.0
4363,Asuka 881390,4099,H4,456.13,1988.0,-72.0,26.0
4367,Asuka 881395,4104,L6,2140.93,1988.0,-72.0,26.0
4368,Asuka 881396,4105,H4,141.38,1988.0,-72.0,26.0
4371,Asuka 881400,4109,H3.8,698.02,1988.0,-72.0,26.0
4375,Asuka 881404,4113,L6,330.11,1988.0,-72.0,26.0
4378,Asuka 881407,4116,H4,307.28,1988.0,-72.0,26.0
4389,Asuka 881421,4130,H4,401.7,1988.0,-72.0,26.0
4392,Asuka 881426,4135,L5,297.75,1988.0,-72.0,26.0
4394,Asuka 881428,4137,L6,465.85,1988.0,-72.0,26.0
4395,Asuka 881429,4138,H6,167.35,1988.0,-72.0,26.0
4398,Asuka 881436,4145,L3.9,149.86,1988.0,-72.0,26.0
4399,Asuka 881437,4146,L3.7,138.36,1988.0,-72.0,26.0
4402,Asuka 881443,4152,L6,156.74,1988.0,-72.0,26.0
4403,Asuka 881444,4153,L6,140.68,1988.0,-72.0,26.0
4406,Asuka 881448,4157,H4,341.27,1988.0,-72.0,26.0
4410,Asuka 881453,4162,H4,122.97,1988.0,-72.0,26.0
4411,Asuka 881455,4164,H5,933.35,1988.0,-72.0,26.0
4417,Asuka 881462,4171,L6,236.85,1988.0,-72.0,26.0
4420,Asuka 881465,4174,H6,137.05,1988.0,-72.0,26.0
4423,Asuka 881468,4177,H5,309.93,1988.0,-72.0,26.0
4429,Asuka 881474,4183,H5,294.49,1988.0,-72.0,26.0
4431,Asuka 881476,4185,H5,111.37,1988.0,-72.0,26.0
4432,Asuka 881478,4187,L4,113.79,1988.0,-72.0,26.0
4433,Asuka 881479,4188,H5,108.39,1988.0,-72.0,26.0
4437,Asuka 881488,4197,L6,399.9,1988.0,-72.0,26.0
4439,Asuka 881492,4201,H3.7,108.07,1988.0,-72.0,26.0
4440,Asuka 881493,4202,H3.7,245.3,1988.0,-72.0,26.0
4441,Asuka 881494,4203,L3.3,414.65,1988.0,-72.0,26.0
4442,Asuka 881498,4207,L3.9,198.78,1988.0,-72.0,26.0
4443,Asuka 881500,4209,H4,247.82,1988.0,-72.0,26.0
4444,Asuka 881501,4210,H4,192.02,1988.0,-72.0,26.0
4445,Asuka 881504,4213,LL4,178.58,1988.0,-72.0,26.0
4449,Asuka 881508,4217,LL6,129.29,1988.0,-72.0,26.0
4455,Asuka 881516,4225,L6,119.0,1988.0,-72.0,26.0
4456,Asuka 881517,4226,L6,232.87,1988.0,-72.0,26.0
4460,Asuka 881526,4235,Diogenite,470.06,1988.0,-72.0,26.0
4467,Asuka 881539,4248,H3.8,1896.48,1988.0,-72.0,26.0
4475,Asuka 881548,4257,Achondrite-ung,110.16,1988.0,-72.0,26.0
4477,Asuka 881551,4260,C6,162.48,1988.0,-72.0,26.0
4484,Asuka 881561,4270,H4,836.87,1988.0,-72.0,26.0
4488,Asuka 881566,4275,H4,179.96,1988.0,-72.0,26.0
4489,Asuka 881567,4276,LL3.9,740.76,1988.0,-72.0,26.0
4492,Asuka 881571,4280,H6,222.64,1988.0,-72.0,26.0
4504,Asuka 881590,4299,L5,261.64,1988.0,-72.0,26.0
4507,Asuka 881595,4304,CR2,126.59,1988.0,-72.0,26.0
4513,Asuka 881604,4313,L6,457.53,1988.0,-72.0,26.0
4516,Asuka 881608,4317,LL6,1143.05,1988.0,-72.0,26.0
4518,Asuka 881610,4319,H5,290.11,1988.0,-72.0,26.0
4521,Asuka 881613,4322,H3,545.71,1988.0,-72.0,26.0
4522,Asuka 881614,4323,H4,387.82,1988.0,-72.0,26.0
4523,Asuka 881615,4324,H4,229.75,1988.0,-72.0,26.0
4525,Asuka 881617,4326,L6,210.15,1988.0,-72.0,26.0
4527,Asuka 881619,4328,H4,280.02,1988.0,-72.0,26.0
4529,Asuka 881622,4331,L3.8,173.18,1988.0,-72.0,26.0
4530,Asuka 881623,4332,L3,479.12,1988.0,-72.0,26.0
4531,Asuka 881624,4333,L6,250.32,1988.0,-72.0,26.0
4535,Asuka 881629,4338,L6,103.21,1988.0,-72.0,26.0
4538,Asuka 881632,4341,CO3,138.11,1988.0,-72.0,26.0
4540,Asuka 881636,4345,L3,107.29,1988.0,-72.0,26.0
4541,Asuka 881637,4346,L3,195.62,1988.0,-72.0,26.0
4542,Asuka 881638,4347,L6,125.88,1988.0,-72.0,26.0
4545,Asuka 881642,4351,H5,664.58,1988.0,-72.0,26.0
4546,Asuka 881643,4352,L3,519.1,1988.0,-72.0,26.0
4547,Asuka 881644,4353,H4,252.59,1988.0,-72.0,26.0
4548,Asuka 881645,4354,LL3,166.52,1988.0,-72.0,26.0
4553,Asuka 881651,4360,H3,170.48,1988.0,-72.0,26.0
4554,Asuka 881652,4361,L6,894.8,1988.0,-72.0,26.0
4556,Asuka 881654,4363,H5,547.38,1988.0,-72.0,26.0
4567,Asuka 881668,4377,L6,188.02,1988.0,-72.0,26.0
4576,Asuka 881686,4395,LL3,274.09,1988.0,-72.0,26.0
4582,Asuka 881695,4404,L3,102.13,1988.0,-72.0,26.0
4585,Asuka 881698,4407,L5,113.84,1988.0,-72.0,26.0
4591,Asuka 881709,4418,L3,230.06,1988.0,-72.0,26.0
4592,Asuka 881710,4419,L6,201.05,1988.0,-72.0,26.0
4595,Asuka 881713,4422,L5,122.39,1988.0,-72.0,26.0
4599,Asuka 881719,4428,L5,267.94,1988.0,-72.0,26.0
4600,Asuka 881720,4429,L4,947.84,1988.0,-72.0,26.0
4604,Asuka 881726,4435,H3,105.25,1988.0,-72.0,26.0
4609,Asuka 881731,4440,H6,127.18,1988.0,-72.0,26.0
4614,Asuka 881738,4447,L6,530.84,1988.0,-72.0,26.0
4616,Asuka 881740,4449,LL6,124.95,1988.0,-72.0,26.0
4617,Asuka 881742,4451,LL3,916.75,1988.0,-72.0,26.0
4621,Asuka 881746,4455,H6,115.54,1988.0,-72.0,26.0
4622,Asuka 881747,4456,Eucrite-mmict,166.55,1988.0,-72.0,26.0
4628,Asuka 881753,4462,H4,180.08,1988.0,-72.0,26.0
4631,Asuka 881757,4466,Lunar (gabbro),442.12,1988.0,-72.83333,24.5
4640,Asuka 881767,4476,H5,608.73,1988.0,-72.0,26.0
4641,Asuka 881768,4477,H4,524.99,1988.0,-72.0,26.0
4642,Asuka 881769,4478,L4,1079.28,1988.0,-72.0,26.0
4643,Asuka 881770,4479,L3,310.0,1988.0,-72.0,26.0
4646,Asuka 881773,4482,H4,450.61,1988.0,-72.0,26.0
4647,Asuka 881774,4483,H4,207.67,1988.0,-72.0,26.0
4648,Asuka 881775,4484,H4,474.75,1988.0,-72.0,26.0
4652,Asuka 881780,4489,H4,100.53,1988.0,-72.0,26.0
4653,Asuka 881782,4491,H5,496.56,1988.0,-72.0,26.0
4655,Asuka 881784,4493,H4,445.32,1988.0,-72.0,26.0
4656,Asuka 881785,4494,H4,8121.0,1988.0,-72.0,26.0
4658,Asuka 881787,4496,H4,880.57,1988.0,-72.0,26.0
4659,Asuka 881789,4498,H4,272.39,1988.0,-72.0,26.0
4660,Asuka 881790,4499,L6,964.65,1988.0,-72.0,26.0
4661,Asuka 881791,4500,H4,448.78,1988.0,-72.0,26.0
4664,Asuka 881794,4503,H4,410.04,1988.0,-72.0,26.0
4665,Asuka 881795,4504,H4,768.89,1988.0,-72.0,26.0
4666,Asuka 881796,4505,H4,820.52,1988.0,-72.0,26.0
4667,Asuka 881797,4506,H4,360.97,1988.0,-72.0,26.0
4668,Asuka 881798,4507,H4,373.68,1988.0,-72.0,26.0
4669,Asuka 881800,4509,LL6,138.69,1988.0,-72.0,26.0
4675,Asuka 881806,4515,L6,794.29,1988.0,-72.0,26.0
4676,Asuka 881807,4516,H6,336.48,1988.0,-72.0,26.0
4677,Asuka 881808,4517,LL3,154.76,1988.0,-72.0,26.0
4678,Asuka 881809,4518,LL3,182.13,1988.0,-72.0,26.0
4679,Asuka 881810,4519,H3,641.0,1988.0,-72.0,26.0
4681,Asuka 881812,4521,H4,156.77,1988.0,-72.0,26.0
4682,Asuka 881813,4522,L6,296.96,1988.0,-72.0,26.0
4683,Asuka 881814,4523,LL4,1688.57,1988.0,-72.0,26.0
4685,Asuka 881816,4525,H4,108.62,1988.0,-72.0,26.0
4686,Asuka 881817,4526,H5,156.56,1988.0,-72.0,26.0
4687,Asuka 881819,4528,Eucrite,649.23,1988.0,-72.0,26.0
4688,Asuka 881820,4529,Eucrite-pmict,761.68,1988.0,-72.0,26.0
4689,Asuka 881821,4530,Eucrite-pmict,456.69,1988.0,-72.0,26.0
4691,Asuka 881829,4538,H5,520.52,1988.0,-72.0,26.0
4693,Asuka 881831,4540,H6,224.08,1988.0,-72.0,26.0
4694,Asuka 881832,4541,LL6,3078.02,1988.0,-72.0,26.0
4695,Asuka 881833,4542,L6,264.83,1988.0,-72.0,26.0
4697,Asuka 881835,4544,H5,210.06,1988.0,-72.0,26.0
4698,Asuka 881836,4545,LL4,218.3,1988.0,-72.0,26.0
4704,Asuka 881844,4553,H5,130.71,1988.0,-72.0,26.0
4707,Asuka 881847,4556,H4,1279.71,1988.0,-72.0,26.0
4709,Asuka 881850,4559,L6,1024.01,1988.0,-72.0,26.0
4712,Asuka 881853,4562,H5,118.87,1988.0,-72.0,26.0
4713,Asuka 881854,4563,L6,171.3,1988.0,-72.0,26.0
4714,Asuka 881855,4564,H4,1343.04,1988.0,-72.0,26.0
4715,Asuka 881856,4565,L4,571.61,1988.0,-72.0,26.0
4716,Asuka 881857,4566,LL5,1182.89,1988.0,-72.0,26.0
4719,Asuka 881860,4569,LL4,248.62,1988.0,-72.0,26.0
4720,Asuka 881861,4570,L6,317.1600000000001,1988.0,-72.0,26.0
4721,Asuka 881862,4571,L6,178.87,1988.0,-72.0,26.0
4727,Asuka 881868,4577,H5,177.22,1988.0,-72.0,26.0
4728,Asuka 881869,4578,LL6,216.37,1988.0,-72.0,26.0
4729,Asuka 881870,4579,LL4,116.48,1988.0,-72.0,26.0
4730,Asuka 881871,4580,H4,113.37,1988.0,-72.0,26.0
4735,Asuka 881876,4585,LL3,212.66,1988.0,-72.0,26.0
4736,Asuka 881877,4586,L4,2569.0,1988.0,-72.0,26.0
4741,Asuka 881884,4593,H5,148.58,1988.0,-72.0,26.0
4743,Asuka 881886,4595,LL3,137.08,1988.0,-72.0,26.0
4744,Asuka 881887,4596,LL6,2095.0,1988.0,-72.0,26.0
4745,Asuka 881888,4597,H4,365.95,1988.0,-72.0,26.0
4746,Asuka 881889,4598,H6,897.06,1988.0,-72.0,26.0
4747,Asuka 881891,4600,H5,174.58,1988.0,-72.0,26.0
4751,Asuka 881896,4605,L6,558.594,1988.0,-72.0,26.0
4752,Asuka 881897,4606,L6,241.66,1988.0,-72.0,26.0
4753,Asuka 881899,4608,LL3,6567.0,1988.0,-72.0,26.0
4754,Asuka 881900,4609,LL6,957.99,1988.0,-72.0,26.0
4755,Asuka 881901,4610,L6,103.46,1988.0,-72.0,26.0
4756,Asuka 881902,4611,Acapulcoite,907.87,1988.0,-72.0,26.0
4757,Asuka 881903,4612,L6,274.2,1988.0,-72.0,26.0
4760,Asuka 881906,4615,LL4,202.53,1988.0,-72.0,26.0
4762,Asuka 881908,4617,H5,144.37,1988.0,-72.0,26.0
4763,Asuka 881909,4618,LL4,601.4400000000002,1988.0,-72.0,26.0
4764,Asuka 881911,4620,LL3,332.82,1988.0,-72.0,26.0
4765,Asuka 881913,4622,LL3,1625.0,1988.0,-72.0,26.0
4767,Asuka 881915,4624,L3,111.18,1988.0,-72.0,26.0
4769,Asuka 881918,4627,LL3,306.84,1988.0,-72.0,26.0
4770,Asuka 881919,4628,L3,832.92,1988.0,-72.0,26.0
4774,Asuka 881923,4632,LL3,100.05,1988.0,-72.0,26.0
4775,Asuka 881924,4633,L6,170.4,1988.0,-72.0,26.0
4779,Asuka 881929,4638,H5,190.85,1988.0,-72.0,26.0
4781,Asuka 881931,4640,Ureilite,153.62,1988.0,-72.0,26.0
4786,Asuka 881936,4645,H5,486.93,1988.0,-72.0,26.0
4787,Asuka 881937,4646,L6,104.65,1988.0,-72.0,26.0
4790,Asuka 881940,4649,H4,264.58,1988.0,-72.0,26.0
4795,Asuka 881949,4658,H5,528.12,1988.0,-72.0,26.0
4796,Asuka 881950,4659,L5,141.25,1988.0,-72.0,26.0
4803,Asuka 881958,4667,H5,154.06,1988.0,-72.0,26.0
4811,Asuka 881967,4676,L3,263.57,1988.0,-72.0,26.0
4813,Asuka 881970,4679,H4,307.0,1988.0,-72.0,26.0
4815,Asuka 881972,4681,L3,393.47,1988.0,-72.0,26.0
4817,Asuka 881974,4683,L6,957.42,1988.0,-72.0,26.0
4819,Asuka 881976,4685,H4,3327.0,1988.0,-72.0,26.0
4820,Asuka 881978,4687,L6,1650.55,1988.0,-72.0,26.0
4821,Asuka 881979,4688,L6,731.29,1988.0,-72.0,26.0
4822,Asuka 881980,4689,H4,400.9,1988.0,-72.0,26.0
4823,Asuka 881981,4690,LL3,810.36,1988.0,-72.0,26.0
4824,Asuka 881982,4691,H4,120.3,1988.0,-72.0,26.0
4828,Asuka 881986,4695,L6,10147.0,1988.0,-72.0,26.0
4830,Asuka 881988,4697,R4,171.9,1988.0,-72.0,26.0
4832,Asuka 881990,4699,H4,123.43,1988.0,-72.0,26.0
4833,Asuka 881991,4700,L6,1071.19,1988.0,-72.0,26.0
4834,Asuka 881993,4702,L6,144.89,1988.0,-72.0,26.0
4838,Asuka 881997,4706,LL3,152.48,1988.0,-72.0,26.0
4840,Asuka 881999,4708,H4,201.75,1988.0,-72.0,26.0
4841,Asuka 882001,4710,L6,305.31,1988.0,-72.0,26.0
4842,Asuka 882002,4711,H4,851.63,1988.0,-72.0,26.0
4843,Asuka 882003,4712,L6,639.33,1988.0,-72.0,26.0
4844,Asuka 882004,4713,H3.7,375.5,1988.0,-72.0,26.0
4845,Asuka 882005,4714,H3,1131.49,1988.0,-72.0,26.0
4847,Asuka 882007,4716,L4,305.9700000000001,1988.0,-72.0,26.0
4848,Asuka 882008,4717,L6,833.23,1988.0,-72.0,26.0
4857,Asuka 882017,4726,H5,567.67,1988.0,-72.0,26.0
4859,Asuka 882019,4728,L,230.6,1988.0,-72.0,26.0
4861,Asuka 882021,4730,L6,3547.0,1988.0,-72.0,26.0
4862,Asuka 882022,4731,L6,256.61,1988.0,-72.0,26.0
4863,Asuka 882023,4732,Mesosiderite,1115.45,1988.0,-72.0,26.0
4864,Asuka 882024,4733,H5,107.44,1988.0,-72.0,26.0
4865,Asuka 882026,4735,L6,1446.84,1988.0,-72.0,26.0
4867,Asuka 882029,4738,L6,273.4,1988.0,-72.0,26.0
4868,Asuka 882030,4739,H5,335.19,1988.0,-72.0,26.0
4869,Asuka 882031,4740,L6,328.29,1988.0,-72.0,26.0
4872,Asuka 882035,4744,L6,280.55,1988.0,-72.0,26.0
4873,Asuka 882036,4745,L6,123.35,1988.0,-72.0,26.0
4874,Asuka 882037,4746,L6,142.28,1988.0,-72.0,26.0
4875,Asuka 882038,4747,L3,303.89,1988.0,-72.0,26.0
4876,Asuka 882039,4748,EL6,383.92,1988.0,-72.0,26.0
4877,Asuka 882040,4749,L6,212.85,1988.0,-72.0,26.0
4878,Asuka 882041,4750,L6,149.88,1988.0,-72.0,26.0
4879,Asuka 882042,4751,H4,2504.0,1988.0,-72.0,26.0
4884,Asuka 882048,4757,L6,492.3,1988.0,-72.0,26.0
4885,Asuka 882049,4758,H6,250.83,1988.0,-72.0,26.0
4887,Asuka 882052,4761,L6,136.94,1988.0,-72.0,26.0
4889,Asuka 882054,4763,H4,869.7,1988.0,-72.0,26.0
4890,Asuka 882055,4764,L4,213.51,1988.0,-72.0,26.0
4892,Asuka 882057,4766,H4,274.92,1988.0,-72.0,26.0
4893,Asuka 882058,4767,H4,2902.0,1988.0,-72.0,26.0
4895,Asuka 882060,4769,H4,554.12,1988.0,-72.0,26.0
4896,Asuka 882061,4770,LL6,528.4,1988.0,-72.0,26.0
4897,Asuka 882062,4771,H4,1728.59,1988.0,-72.0,26.0
4898,Asuka 882063,4772,H4,1171.38,1988.0,-72.0,26.0
4899,Asuka 882065,4774,H6,100.85,1988.0,-72.0,26.0
4900,Asuka 882066,4775,LL6,104.54,1988.0,-72.0,26.0
4902,Asuka 882068,4777,L4,303.14,1988.0,-72.0,26.0
4903,Asuka 882069,4778,H4,264.61,1988.0,-72.0,26.0
4906,Asuka 882073,4782,H3,296.44,1988.0,-72.0,26.0
4907,Asuka 882074,4783,LL4,251.96,1988.0,-72.0,26.0
4908,Asuka 882076,4785,H6,269.73,1988.0,-72.0,26.0
4913,Asuka 882083,4792,H6,569.0700000000002,1988.0,-72.0,26.0
4914,Asuka 882084,4793,LL4,151.56,1988.0,-72.0,26.0
4915,Asuka 882085,4794,L6,101.24,1988.0,-72.0,26.0
4916,Asuka 882086,4795,H3,107.78,1988.0,-72.0,26.0
4917,Asuka 882087,4796,L6,213.2,1988.0,-72.0,26.0
4921,Asuka 882091,4800,H5,189.63,1988.0,-72.0,26.0
4923,Asuka 882093,4802,H4,1606.34,1988.0,-72.0,26.0
4924,Asuka 882094,4803,CO3,112.89,1988.0,-72.0,26.0
4925,Asuka 882095,4804,H4,133.64,1988.0,-72.0,26.0
4927,Asuka 882097,4806,L4,280.77,1988.0,-72.0,26.0
4928,Asuka 882098,4807,LL4,180.9,1988.0,-72.0,26.0
4931,Asuka 882102,4811,L3,992.45,1988.0,-72.0,26.0
4932,Asuka 882103,4812,LL6,126.01,1988.0,-72.0,26.0
4935,Asuka 882106,4815,L6,290.34,1988.0,-72.0,26.0
4937,Asuka 882108,4817,L4,532.11,1988.0,-72.0,26.0
4938,Asuka 882109,4818,L,171.03,1988.0,-72.0,26.0
4942,Asuka 882114,4823,L6,855.61,1988.0,-72.0,26.0
4944,Asuka 882116,4825,H4,163.8,1988.0,-72.0,26.0
4946,Asuka 882119,4828,L4,219.62,1988.0,-72.0,26.0
4947,Asuka 882120,4829,H4,155.59,1988.0,-72.0,26.0
4948,Asuka 882121,4830,H6,3686.0,1988.0,-72.0,26.0
4949,Asuka 882122,4831,H4,214.93,1988.0,-72.0,26.0
4951,Asuka 9001,4834,H6,390.48,1990.0,-72.0,26.0
4952,Asuka 9004,4837,L6,198.92,1990.0,-72.0,26.0
4953,Asuka 9005,4838,H5,129.25,1990.0,-72.0,26.0
4958,Asuka 9031,4864,H5,243.49,1990.0,-72.0,26.0
4960,Asuka 9043,4876,L3.1,134.92,1990.0,-72.0,26.0
4962,Asuka 9048,4881,L5,8270.540000000003,1990.0,-72.0,26.0
4963,Aswan,4882,"Iron, IAB-ung",12000.0,1955.0,23.98611,32.62361
4964,Atlanta,4886,EL6,5500.0,1938.0,31.8,-92.75
4965,Attica,4890,H4,5622.0,1996.0,37.25,-98.13333
4966,Atwood,4891,L6,2100.0,1963.0,40.51667,-103.26666999999999
4968,Aubrey Hills,56393,H6,560.8,2010.0,34.38063,-114.16705
4969,Auburn,4894,"Iron, IIG",3630.0,1867.0,32.63333,-85.5
4970,Augusta County,4897,"Iron, IIIAB",76000.0,1858.0,38.16667,-79.08333
4971,Augustinovka,4898,"Iron, IIIAB",400000.0,1890.0,48.06667,35.08333
4972,Aurora,4901,H4,1000.0,1938.0,36.33333,-105.05
4974,Avoca (Western Australia),4909,"Iron, IIIAB",37850.0,1966.0,-30.85,122.31667
4975,Axtell,4911,CV3,6200.0,1943.0,31.66,-96.97166999999999
4976,Aybut 001,4912,H6,442.26,2002.0,17.757929999999998,53.99032
4977,Baandee,4914,H6,256.3,1967.0,-31.616670000000003,118.03333
4978,Babb's Mill (Blake's Iron),4915,"Iron, ungrouped",136000.0,1876.0,36.3,-82.88333
4979,Babb's Mill (Troost's Iron),4916,"Iron, ungrouped",6400.0,1842.0,36.3,-82.88333
4980,Bacqueville,4918,H6,395.0,1999.0,49.32222,1.36556
4981,Bacubirito,4919,"Iron, ungrouped",22000000.0,1863.0,26.2,-107.83333
4982,Bagdad,4920,"Iron, IIIAB",2200.0,1959.0,34.613316999999995,-113.398967
4983,Bagnone,4921,"Iron, IIIAB",48000.0,1904.0,44.31667,9.98333
4984,Bakhardok,4923,L6,4120.0,1978.0,38.6,58.0
4985,Bald Eagle,4924,"Iron, IIIAB",3200.0,1891.0,41.28333,-77.05
4986,Balfour Downs,4927,"Iron, IAB-sLL",2400.0,1962.0,-22.75,120.83333
4988,Ballinger,4930,"Iron, IAB-MG",1250.0,1927.0,31.76667,-99.98333000000001
4989,Ballinoo,4931,"Iron, IIC",42200.0,1892.0,-27.7,115.76666999999999
4990,Balsas,4932,"Iron, IIIAB",41000.0,1974.0,-7.5313300000000005,-46.04117
4991,Ban Cho Lae,48651,H5,3354.0,1975.0,19.08833,99.01389
4992,Baquedano,4939,"Iron, IIIAB",22000.0,1932.0,-23.3,-69.88333
4993,Barbacena,4940,"Iron, ungrouped",9026.0,1918.0,-21.21667,-43.93333
4994,Barbianello,4941,"Iron, ungrouped",860.0,1960.0,45.05778,9.19556
4996,Barranca Blanca,4950,"Iron, IIE-an",12000.0,1855.0,-28.08333,-69.33333
4997,Barratta,4951,L4,200000.0,1845.0,-35.3,144.56667
4998,Barrilla,4952,H5,11100.0,1994.0,30.78333,-103.46667
4999,Bartlett,4953,"Iron, IIIAB",8590.0,1938.0,30.83333,-97.5
5001,Barwise,4955,H5,10400.0,1950.0,34.0,-101.5
5002,Bates Nunataks 00300,4958,Eucrite-unbr,124.6,2000.0,-80.25,153.5
5006,Bates Nunataks 00304,4962,L6,709.0,2000.0,-80.25,153.5
5007,Bates Nunataks 00305,4963,H5,316.4,2000.0,-80.25,153.5
5009,Bates Nunataks 00307,4965,H6,130.05,2000.0,-80.25,153.5
5013,Bates Nunataks A78001,4969,L6,160.7,1978.0,-80.25,153.5
5014,Bates Nunataks A78002,4970,L6,4301.0,1978.0,-80.25,153.5
5015,Bates Nunataks A78004,4971,LL6,1079.0,1978.0,-80.25,153.5
5017,Batesland,4973,H5,2500.0,1961.0,43.13333,-102.1
5018,Batyushkovo,51586,L5,4620.0,2007.0,55.548669999999994,35.2995
5019,Bayard,4978,L5,75000.0,1982.0,41.81667,-103.36667
5020,Baygorria,4980,"Iron, IAB complex",80000.0,1994.0,-33.0,-56.0
5021,Bealiba,4981,L6,652.0,1950.0,-36.8,143.55
5022,Bear Creek,4982,"Iron, IIIAB",227000.0,1866.0,39.6,-105.3
5023,Bear Lodge,4983,"Iron, IIIAB",48500.0,1931.0,44.5,-104.2
5024,Beaver,4985,L5,25628.0,1940.0,36.8,-100.53333
5025,Beaver-Harrison,4987,L6,925.0,1979.0,38.48417,-113.13638999999999
5026,Bechar 001,4988,L6,39000.0,1998.0,30.83333,-3.33333
5027,Bechar 002,4989,H6,12000.0,1998.0,30.83333,-3.33333
5029,Beckett Nunatak 92601,4992,L6,104.0,1992.0,-76.03333,160.18333
5030,Beeler,4994,LL6,11620.0,1924.0,38.53333,-100.21667
5031,Beenham,4995,L5,44400.0,1937.0,36.21667,-103.65
5035,Belgica 7903,5000,L4,185.3,1979.0,-72.58333,31.25
5036,Belgica 7904,5001,C2-ung,1234.0,1979.0,-72.58333,31.25
5038,Bella Roca,5003,"Iron, IIIAB",33000.0,1888.0,24.9,-105.4
5039,Belle Plaine,5004,L6,78800.0,1950.0,37.31667,-97.25
5040,Bellsbank,5006,"Iron, IIG",38000.0,1955.0,-28.08333,24.08333
5041,Belly River,5007,H6,7900.0,1943.0,49.5,-113.0
5042,Belmont,5008,H6,25300.0,1958.0,42.73333,-90.35
5043,Ben Kesbes 001,5010,H5,177.0,1991.0,30.36194,5.30083
5046,Bencubbin,5014,CBa,118000.0,1930.0,-30.75,117.78333
5047,Bendegó,5015,"Iron, IC",5360000.0,1784.0,-10.11667,-39.2
5048,Bendock,5016,Pallasite,27000.0,1898.0,-37.15,148.91666999999998
5049,Benedict,5017,"Iron, IIIAB",16380.0,1970.0,41.0,-97.53333
5053,Benjamin,5020,H4/5,51800.0,1969.0,33.58333,-99.8
5054,Bennett County,5022,"Iron, IIAB",89000.0,1934.0,43.5,-101.25
5055,Benthullen,5025,L6,17000.0,1951.0,53.05,8.1
5056,Berdyansk,5027,L6,2250.0,1843.0,46.75,36.81667
5057,Bernic Lake,54851,"Iron, IAB-MG",9162.0,2002.0,50.43845,-95.52937
5062,Biduna Blowhole 001,52648,L4,103.4,2009.0,-31.01667,131.31667
5065,Biduna Blowhole 004,56590,H5,114.5,2011.0,-31.03278,131.28553
5067,Big Rock Donga,5044,H6,19000.0,1970.0,-30.55,130.96667
5068,Bilibino,5046,"Iron, IIAB",1000000.0,1981.0,67.3,160.8
5069,Billings,5047,"Iron, IIIAB",24500.0,1903.0,37.06667,-93.55
5070,Billygoat Donga,5048,L6,893.0,1962.0,-30.133329999999997,126.36667
5071,Binda,5049,Eucrite-cm,5400.0,1912.0,-34.31667,149.38333
5072,Bingera,5050,"Iron, IIAB",10841.0,1880.0,-29.883329999999997,150.56667
5073,Binneringie,55546,H5,9056.0,1946.0,-31.4875,122.12388999999999
5074,Binya,5052,"Iron, IIIF",11300.0,1981.0,-34.225,146.38166999999999
5075,Bir Hadi,5053,H5,855.0,1958.0,19.41667,51.03333
5076,Bir Rebaa,5054,H6,7200.0,1993.0,31.66667,8.41667
5078,Bir Zar 001,48904,H6,627.0,2008.0,31.481,9.840689999999999
5079,Bir Zar 002,48905,L4/5,331.0,2008.0,31.93833,10.28403
5085,Bir Zar 008,48911,H6,200.0,2008.0,31.926440000000003,10.18961
5087,Bischtübe,5057,"Iron, IAB-sLL",48250.0,1888.0,51.95,62.2
5088,Bishop Canyon,5058,"Iron, IVA",8600.0,1912.0,38.0,-108.5
5089,Bison,5061,LL6,11000.0,1958.0,38.306670000000004,-99.71
5090,Bitburg,5062,"Iron, IAB complex",1500000.0,1805.0,49.96667,6.53333
5091,Black Mountain,5066,"Iron, IAB-MG",800.0,1839.0,35.58333,-82.35
5092,Black Rock 001,32765,L6,152.0,2003.0,40.86717,-119.18352
5093,Blackwater Draw,5067,H4,1500.0,1979.0,34.20583,-103.22222
5095,Blaine Lake,5070,L6,1896.4,1974.0,52.77,-106.89667
5096,Blakeman,56564,L4,113.7,1983.0,39.91667,-101.2
5097,Blanca Estela,45973,"Iron, IAB complex",15600.0,2002.0,-25.0,-69.5
5098,Bledsoe,5074,H4,30500.0,1970.0,33.59167,-103.02667
5099,Blithfield,5075,EL6,1830.0,1910.0,45.5,-77.0
5101,Blue Tier,5077,Iron,1400.0,1890.0,-41.18333,148.03333
5102,Bluebird,30445,L6,3650.0,2002.0,35.8675,-114.19167
5103,Bluewater,5078,"Iron, IIIAB",9540.0,1946.0,35.26667,-107.96667
5107,Bluewing 004,5082,L5,113.0,1999.0,40.27537,-118.9461
5108,Bluewing 005,5083,L5,7200.0,1999.0,40.28563,-118.94657
5109,Bluewing 006,5084,L6,355.0,1999.0,40.28338,-118.94808
5110,Bluewing 007,5085,L4,324.0,1999.0,40.28247,-118.94872
5111,Bluewing 008,5086,H5,451.7,2001.0,40.27957,-118.94641999999999
5114,Bluewing 031,51575,H5,170.0,1999.0,40.26667,-118.93333
5116,Bluewing 033,51576,L5,287.44,1999.0,40.26667,-118.93333
5121,Bluff (a),5087,L5,153300.0,1878.0,29.87861,-96.87222
5122,Bluff (b),5088,L4,16000.0,1917.0,29.863059999999997,-96.92667
5124,Boaz (stone),5091,H5,1800.0,1968.0,33.65167,-103.70833
5125,Bocaiuva,5092,"Iron, ungrouped",64000.0,1965.0,-17.16667,-43.83333
